Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2015,2018,Asian or Pacific Islander - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,874,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,2JD,Yes,Parole,875,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,875,B Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,875,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,1JD,Yes,Parole,875,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,876,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,876,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,B Felony,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,878,B Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,Yes,3JD,Yes,Special Sentence,878,D Felony,Other,Other Criminal
2015,2018,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Flight/Escape,Parole,Yes,7JD,Yes,Parole,878,C Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Vandalism,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,880,D Felony,Public Order,Flight/Escape
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,4JD,Yes,Discharged End of Sentence,882,D Felony,Drug,Other Drug
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged End of Sentence,Yes,6JD,Yes,Discharged End of Sentence,883,D Felony,Property,Theft
2015,2018,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,883,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,884,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,887,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Murder/Manslaughter,Parole,No,2JD,Yes,Parole,889,D Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,890,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,5JD,Yes,Parole,890,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,3JD,Yes,Parole,890,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Vandalism,Parole,Yes,5JD,Yes,Parole,893,Aggravated Misdemeanor,Public Order,Alcohol
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,No,5JD,Yes,Special Sentence,894,D Felony,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,C Felony,Violent,Robbery,Parole,Yes,5JD,Yes,Parole,895,D Felony,Public Order,Weapons
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Paroled to Detainer - Out of State,Yes,7JD,Yes,Paroled to Detainer - Out of State,895,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Discharged End of Sentence,No,8JD,Yes,Discharged End of Sentence,896,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Property,Burglary,Paroled to Detainer - Out of State,Yes,1JD,Yes,Paroled to Detainer - Out of State,897,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,4JD,Yes,Discharged End of Sentence,900,D Felony,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,901,C Felony,Property,Burglary
2015,2018,Black - Non-Hispanic,Under 25,Special Sentence 2005,Violent,Sex,Special Sentence,No,6JD,Yes,Special Sentence,903,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,No,5JD,Yes,Parole,903,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,Yes,5JD,Yes,Parole,903,D Felony,Violent,Assault
2015,2018,White - Hispanic,35-44,D Felony,Public Order,Weapons,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,903,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,C Felony,Violent,Murder/Manslaughter,Parole,Yes,3JD,Yes,Parole,904,C Felony,Violent,Murder/Manslaughter
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,904,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,905,D Felony,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Yes,5JD,Yes,Special Sentence,906,Aggravated Misdemeanor,Other,Other Criminal
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Parole,Yes,2JD,Yes,Parole,908,Aggravated Misdemeanor,Violent,Sex
2015,2018,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,4JD,Yes,Parole,909,C Felony,Property,Burglary
2015,2018,White - Non-Hispanic,35-44,C Felony,Property,Theft,Parole,No,5JD,Yes,Parole,910,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,910,D Felony,Property,Burglary
2015,2018,Black - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,6JD,Yes,Parole,911,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,8JD,Yes,Parole,912,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,5JD,Yes,Parole,914,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,916,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,No,7JD,Yes,Special Sentence,916,Aggravated Misdemeanor,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,916,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,2JD,Yes,Parole,916,C Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Property,Theft,Parole,No,2JD,Yes,Parole,917,Aggravated Misdemeanor,Property,Theft
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,919,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,920,D Felony,Property,Forgery/Fraud
2015,2018,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,922,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,2JD,Yes,Parole,922,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,No,2JD,Yes,Parole,924,D Felony,Property,Theft
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,924,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,45-54,D Felony,Violent,Assault,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,925,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,926,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,No,2JD,Yes,Parole,928,D Felony,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,929,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Hispanic,25-34,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,930,C Felony,Public Order,Other Public Order
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,931,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,932,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Murder/Manslaughter,Parole,Yes,5JD,Yes,Parole,932,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Hispanic,Under 25,Serious Misdemeanor,Public Order,Traffic,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,934,D Felony,Public Order,Weapons
2015,2018,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,937,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,937,Aggravated Misdemeanor,Public Order,Traffic
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,940,C Felony,Property,Burglary
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,941,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,No,6JD,Yes,Parole,942,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,No,8JD,Yes,Paroled to Detainer - U.S. Marshall,942,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,942,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Parole,Yes,,Yes,Parole,943,D Felony,Property,Forgery/Fraud
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,945,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,946,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Hispanic,Under 25,D Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,947,C Felony,Violent,Robbery
2015,2018,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,948,D Felony,Property,Forgery/Fraud
2015,2018,White - Non-Hispanic,25-34,C Felony,Violent,Robbery,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,949,C Felony,Violent,Robbery
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Other Drug,Parole,Yes,5JD,Yes,Parole,950,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,951,C Felony,Violent,Robbery
2015,2018,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,No,5JD,Yes,Parole,951,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,35-44,D Felony,Drug,Trafficking,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,951,D Felony,Property,Burglary
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,953,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,956,Aggravated Misdemeanor,Property,Theft
2015,2018,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,956,Aggravated Misdemeanor,Violent,Assault
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,7JD,Yes,Parole,957,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,960,D Felony,Drug,Drug Possession
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,960,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Violent,Sex,Special Sentence,No,4JD,Yes,Special Sentence,968,Aggravated Misdemeanor,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,Yes,8JD,Yes,Parole,973,D Felony,Property,Vandalism
2015,2018,Black - Non-Hispanic,55 and Older,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,975,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,2JD,Yes,Parole,977,Aggravated Misdemeanor,Public Order,OWI
2015,2018,White - Non-Hispanic,45-54,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,No,8JD,Yes,Special Sentence,978,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,No,8JD,Yes,Parole,979,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,No,8JD,Yes,Special Sentence,979,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,,Yes,Parole,981,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,5JD,Yes,Discharged End of Sentence,983,C Felony,Drug,Trafficking
2015,2018,Black - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,985,D Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,987,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,No,5JD,Yes,Parole,988,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,,Yes,Parole,988,Aggravated Misdemeanor,Property,Burglary
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,992,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,Yes,2JD,Yes,Discharged End of Sentence,992,Aggravated Misdemeanor,Property,Theft
2015,2018,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,993,D Felony,Property,Theft
2015,2018,White - Hispanic,Under 25,C Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,997,C Felony,Violent,Other Violent
2015,2018,White - Non-Hispanic,45-54,D Felony,Property,Theft,Parole,Yes,2JD,Yes,Parole,998,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,998,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Discharged End of Sentence,Yes,6JD,Yes,Discharged End of Sentence,998,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,Yes,6JD,Yes,Special Sentence,1000,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,D Felony,Property,Theft,Discharged End of Sentence,Yes,6JD,Yes,Discharged End of Sentence,1000,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,1002,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,1002,Felony - Enhancement to Original Penalty,Drug,Trafficking
2015,2018,White - Non-Hispanic,Under 25,C Felony,Violent,Sex,Special Sentence,Yes,2JD,Yes,Special Sentence,1005,D Felony,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,1007,B Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,1008,D Felony,Property,Forgery/Fraud
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Other,Other Violent,Parole,Yes,5JD,Yes,Parole,1009,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,5JD,Yes,Discharged End of Sentence,1011,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,American Indian or Alaska Native - Non-Hispanic,35-44,C Felony,Property,Burglary,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,1012,C Felony,Property,Burglary
2015,2018,Black - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,7JD,Yes,Parole,1014,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,1014,D Felony,Public Order,OWI
2015,2018,Black - Non-Hispanic,25-34,C Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,1014,C Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,2JD,Yes,Discharged End of Sentence,1015,Aggravated Misdemeanor,Drug,Drug Possession
2015,2018,White - Non-Hispanic,Under 25,D Felony,Public Order,OWI,Parole,Yes,8JD,Yes,Parole,1015,C Felony,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged End of Sentence,Yes,4JD,Yes,Discharged End of Sentence,1016,D Felony,Public Order,Weapons
2015,2018,Black - Non-Hispanic,Under 25,Serious Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,,Yes,Discharged End of Sentence,1016,Aggravated Misdemeanor,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,No,1JD,Yes,Parole,1017,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,Yes,1JD,Yes,Discharged End of Sentence,1019,D Felony,Drug,Drug Possession
2015,2018,Black - Non-Hispanic,Under 25,C Felony,Violent,Assault,Paroled to Detainer - U.S. Marshall,Yes,1JD,Yes,Paroled to Detainer - U.S. Marshall,1020,C Felony,Violent,Assault
2015,2018,White - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,Yes,2JD,Yes,Parole,1020,D Felony,Public Order,Traffic
2015,2018,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,No,8JD,Yes,Parole,1023,C Felony,Drug,Trafficking
2015,2018,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,7JD,Yes,Parole,1026,D Felony,Property,Theft
2015,2018,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,1026,Felony - Enhancement to Original Penalty,Other,Other Criminal
2015,2018,Black - Non-Hispanic,Under 25,B Felony,Violent,Other Violent,Paroled to Detainer - Out of State,Yes,6JD,Yes,Paroled to Detainer - Out of State,1027,B Felony,Violent,Other Violent
